0.009466330862652141		7.489999964972723e7	
0.007573064690121713		7.47935552335863e7	
0.006058451752097371		7.441232177606726e7	
0.0048467614016778965		7.336081342352438e7	
0.0038774091213423173		7.122430262220861e7	
0.0031019272970738538		6.798688424961622e7	
0.002481541837659083		6.342320054601681e7	
0.0019852334701272664		5.739120706631165e7	
0.0015881867761018131		5.0292624841446884e7	
0.0012705494208814505		4.278331444366083e7	
0.0010164395367051604		3.462844991531252e7	
8.131516293641283e-4		2.675857024778921e7	
6.505213034913027e-4		1.920194543334794e7	
5.204170427930421e-4		1.2680319881870186e7	
4.163336342344337e-4		7771177.306997502	
3.3306690738754696e-4		4233448.363693564	
2.6645352591003757e-4		1951524.6316340424	
2.1316282072803006e-4		801570.1407336758	
1.7053025658242404e-4		259503.30623720336	
1.3642420526593924e-4		69734.21468221968	
1.0913936421275139e-4		14687.651761673984	
8.731149137020111e-5		2017.0383912616714	
6.984919309616089e-5		192.09891480940615	
5.587935447692871e-5		1.2852799716100413e-4	
4.470348358154297e-5		1.0295077871606331e-4	
3.5762786865234375e-5		8.192937412132613e-5	
2.86102294921875e-5		6.547426021538002e-5	
2.288818359375e-5		5.237374381009235e-5	
1.8310546875e-5		4.1935679658508575e-5	
1.46484375e-5		3.359668749539519e-5	
1.171875e-5		2.685083184666066e-5	
9.375000000000001e-6		2.1474720222899662e-5	
7.5e-6		1.722103884702791e-5	
6.0e-6		1.3808635701025053e-5	
